"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"MO_RF_MN004","430","201508","58.07","4","3"
"MO_RF_MN004","430","201509","74.24","4","3"
"MO_RF_MN004","430","201510","81.04","4","3"
"MO_RF_MN004","430","201511","84.63","4","3"
"MO_RF_MN004","430","201512","81.92","4","3"
"MO_RF_MN004","430","201601","86.04","4","3"
"MO_RF_MN004","430","201602","80.03","4","3"
"MO_RF_MN004","430","201603","77.28","4","3"
"MO_RF_MN004","430","201604","63.72","4","3"
"MO_RF_MN004","430","201605","59.15","4","3"
"MO_RF_MN004","430","201606","63.37","4","3"
"MO_RF_MN004","430","201607","63.42","4","3"
"MO_RF_MN004","430","201608","69.51","4","3"
"MO_RF_MN004","430","201609","64.42","4","3"
"MO_RF_MN004","430","201610","88.26","4","3"
"MO_RF_MN004","430","201611","87","4","3"
"MO_RF_MN004","430","201612","89.19","4","3"
"MO_RF_MN004","430","201701","87.44","4","3"
"MO_RF_MN004","430","201702","80.13","4","3"
"MO_RF_MN004","430","201703","72.55","4","3"
"MO_RF_MN004","430","201704","69.78","4","3"
"MO_RF_MN004","430","201705","65.53","4","3"
"MO_RF_MN004","430","201706","66.15","4","3"
"MO_RF_MN004","430","201707","72.52","4","3"
"MO_RF_MN004","430","201708","71.54","4","3"
"MO_RF_MN004","430","201709","78.33","4","3"
"MO_RF_MN004","430","201710","84.52","4","3"
"MO_RF_MN004","430","201711","87.43","4","3"
"MO_RF_MN004","430","201712","85.12","4","3"
"MO_RF_MN004","430","201801","83.26","4","3"
"MO_RF_MN004","430","201802","70.77","4","3"
"MO_RF_MN004","430","201803","70.79","4","3"
"MO_RF_MN004","430","201804","63.46","4","3"
"MO_RF_MN004","430","201805","54.29","4","3"
"MO_RF_MN004","430","201806","60.73","4","3"
"MO_RF_MN004","430","201807","56.92","4","3"
"MO_RF_MN004","430","201808","54.73","4","3"
"MO_RF_MN004","430","201809","62.85","4","3"
"MO_RF_MN004","430","201810","71.66","4","3"
"MO_RF_MN004","430","201811","82.36","4","3"
"MO_RF_MN004","430","201812","86.17","4","3"
"MO_RF_MN004","430","201901","83.64","4","3"
"MO_RF_MN004","430","201902","72.24","4","3"
"MO_RF_MN004","430","201903","75.71","4","3"
"MO_RF_MN004","430","201904","54.59","4","3"
"MO_RF_MN004","430","201905","64.3","4","3"
"MO_RF_MN004","430","201906","54.52","4","3"
"MO_RF_MN004","430","201907","62.32","4","3"
"MO_RF_MN004","430","201908","60.98","4","3"
"MO_RF_MN004","430","201909","71.24","4","3"
"MO_RF_MN004","430","201910","81.8","4","3"
"MO_RF_MN004","430","201911","88.43","4","1"
"MO_RF_MN004","430","201912","84.35","4","1"
"MO_RF_MN004","430","202001","84.6","4","1"
"MO_RF_MN004","433","201001","85.29","4","9"
"MO_RF_MN004","433","201002","81.61","4","9"
"MO_RF_MN004","433","201004","61.33","4","9"
"MO_RF_MN004","433","201005","75.58","4","9"
"MO_RF_MN004","433","201006","59.17","4","9"
"MO_RF_MN004","433","201007","52.48","4","9"
"MO_RF_MN004","433","201008","72.77","4","9"
"MO_RF_MN004","433","201009","76.83","4","9"
"MO_RF_MN004","433","201010","76.84","4","9"
"MO_RF_MN004","433","201011","84.43","4","9"
"MO_RF_MN004","433","201012","86.87","4","3"
"MO_RF_MN004","433","201101","84.45","4","3"
"MO_RF_MN004","433","201102","69.39","4","3"
"MO_RF_MN004","433","201103","64.13","4","3"
"MO_RF_MN004","433","201104","59.67","4","3"
"MO_RF_MN004","433","201105","54.55","4","3"
"MO_RF_MN004","433","201106","59.1","4","3"
"MO_RF_MN004","433","201107","69.65","4","3"
"MO_RF_MN004","433","201108","69.77","4","3"
"MO_RF_MN004","433","201109","70.77","4","3"
"MO_RF_MN004","433","201110","78.61","4","3"
"MO_RF_MN004","433","201111","87.2","4","3"
"MO_RF_MN004","433","201112","83.71","4","3"
"MO_RF_MN004","433","201201","82.65","4","3"
"MO_RF_MN004","433","201202","78.9","4","3"
"MO_RF_MN004","433","201203","69.35","4","3"
"MO_RF_MN004","433","201204","63.67","4","3"
"MO_RF_MN004","433","201205","60.26","4","3"
"MO_RF_MN004","433","201206","67.73","4","3"
"MO_RF_MN004","433","201208","69.52","4","3"
"MO_RF_MN004","433","201209","70.1","4","3"
"MO_RF_MN004","433","201210","79.52","4","3"
"MO_RF_MN004","433","201211","87.27","4","3"
"MO_RF_MN004","433","201212","86.9","4","3"
"MO_RF_MN004","433","201301","85.94","4","9"
"MO_RF_MN004","433","201302","84.54","4","3"
"MO_RF_MN004","433","201303","73.71","4","3"
"MO_RF_MN004","433","201304","66.13","4","3"
"MO_RF_MN004","433","201306","66.82","4","3"
"MO_RF_MN004","433","201307","60.71","4","3"
"MO_RF_MN004","433","201308","64.49","4","3"
"MO_RF_MN004","433","201309","78.6","4","3"
"MO_RF_MN004","433","201310","78.36","4","3"
"MO_RF_MN004","433","201311","86.67","4","3"
"MO_RF_MN004","433","201312","85.4","4","3"
"MO_RF_MN004","433","201401","86.4","4","3"
"MO_RF_MN004","433","201402","74.63","4","3"
"MO_RF_MN004","433","201404","69.23","4","3"
"MO_RF_MN004","433","201405","68.92","4","3"
"MO_RF_MN004","433","201406","62.82","4","3"
"MO_RF_MN004","433","201407","64.36","4","3"
"MO_RF_MN004","433","201408","65.7","4","3"
"MO_RF_MN004","433","201409","76.04","4","3"
"MO_RF_MN004","433","201410","83.73","4","3"
"MO_RF_MN004","433","201411","86.64","4","3"
"MO_RF_MN004","433","201412","85.44","4","3"
"MO_RF_MN004","433","201501","84.7","4","3"
"MO_RF_MN004","433","201502","80","4","3"
"MO_RF_MN004","433","201503","71.77","4","3"
"MO_RF_MN004","433","201504","62.89","4","3"
"MO_RF_MN004","433","201505","60.58","4","3"
"MO_RF_MN004","433","201507","61.74","4","3"
"MO_RF_MN004","433","201508","58.85","4","3"
"MO_RF_MN004","433","201509","74.66","4","3"
"MO_RF_MN004","433","201511","84.55","4","3"
"MO_RF_MN004","433","201512","82.88","4","3"
"MO_RF_MN004","433","201601","85.94","4","3"
"MO_RF_MN004","433","201602","81.21","4","3"
"MO_RF_MN004","433","201603","76.44","4","3"
"MO_RF_MN004","433","201604","63.77","4","3"
"MO_RF_MN004","433","201605","60.2","4","3"
"MO_RF_MN004","433","201606","63.59","4","3"
"MO_RF_MN004","433","201607","61.48","4","3"
"MO_RF_MN004","433","201608","66.64","4","3"
"MO_RF_MN004","433","201609","62.92","4","3"
"MO_RF_MN004","433","201610","86.28","4","3"
"MO_RF_MN004","433","201611","84.38","4","3"
"MO_RF_MN004","433","201612","85.92","4","3"
"MO_RF_MN004","433","201701","84.18","4","3"
"MO_RF_MN004","433","201702","78.71","4","3"
"MO_RF_MN004","433","201703","70.75","4","3"
"MO_RF_MN004","433","201704","68.73","4","3"
"MO_RF_MN004","433","201705","65.87","4","3"
"MO_RF_MN004","433","201706","64.22","4","3"
"MO_RF_MN004","433","201707","70.97","4","3"
"MO_RF_MN004","433","201708","68.79","4","3"
"MO_RF_MN004","433","201709","75.65","4","3"
"MO_RF_MN004","433","201710","81.88","4","3"
"MO_RF_MN004","433","201711","85.56","4","3"
"MO_RF_MN004","433","201712","83.22","4","3"
"MO_RF_MN004","433","201801","82.92","4","3"
"MO_RF_MN004","433","201802","71.93","4","3"
"MO_RF_MN004","433","201803","72.52","4","3"
"MO_RF_MN004","433","201804","65.28","4","3"
"MO_RF_MN004","433","201805","56.92","4","3"
"MO_RF_MN004","433","201807","55.18","4","3"
"MO_RF_MN004","433","201808","52.62","4","3"
"MO_RF_MN004","433","201809","60.64","4","3"
"MO_RF_MN004","433","201810","70","4","3"
"MO_RF_MN004","433","201811","81.49","4","3"
"MO_RF_MN004","433","201812","84.29","4","3"
"MO_RF_MN004","433","201901","81.8","4","3"
"MO_RF_MN004","433","201902","69.57","4","3"
"MO_RF_MN004","433","201903","73.19","4","3"
"MO_RF_MN004","433","201904","55.64","4","3"
"MO_RF_MN004","433","201907","60.43","4","3"
"MO_RF_MN004","433","201908","59.86","4","3"
"MO_RF_MN004","433","201910","80.92","4","3"
"MO_RF_MN004","433","201911","88.36","4","1"
"MO_RF_MN004","433","201912","83.73","4","1"
"MO_RF_MN004","433","202001","83.21","4","1"
